brand,franchisee_name,raw_address,city,state,zip,restaurant_phone
Jamba Juice,Vibe And Blend Llc,2100 Louisiana Dr. NE,Albuquerque,NEW MEXICO,87110,505-508-0585
Jamba Juice,Perfect Pretzels Inc.,424 Hoyt Street (Commissary),Brooklyn,NEW YORK,11229,903.204.4014
Jamba Juice,"Faculty-Student Association Of State University Of New York At Buffalo, Inc.",Student Union Bldg - N Campus,Buffalo,NEW YORK,14261,7166453053
Jamba Juice,Fresh Dining Concepts Llc,90-15 Queens Blvd,Elmhurst,NEW YORK,11373,224.809.8977
Jamba Juice,"Jj Roosevelt, Llc",630 Old Country Road,Garden City,NEW YORK,11530,516.747.0140
Jamba Juice,"Air Ventures Lga, Llc","JFK Airport - JFK & VanWyck, Jet Blue Term. Space 36CC",Jamaica,NEW YORK,11430,(917) 280-4451
Jamba Juice,"Ssp America, Inc.","JFK International Airport, Terminal 4 Loading Dock",Jamaica,NEW YORK,11430,(917) 280-4451
Jamba Juice,"Smoothie 1224, Llc","30 Rockefeller Plaza, Space SM02, Concourse level",New York,NEW YORK,10112,212-247-4611
Jamba Juice,Jj Port Llc,"625 8th Ave, Main Concourse South Wing",New York,NEW YORK,10018,(212) 273-1165
Jamba Juice,"Global Food Concepts, Llc","1 Penn Station, Amtrak Level",New York,NEW YORK,10001,212-695-2602
Jamba Juice,United Group Retail Llc,"185 Greenwich St., #LL5130",New York,NEW YORK,10007,212.349.8395
Jamba Juice,"Laguardia Usa, Llc","LaGuardia Airport - Terminal C, Concourse D",Queens,NEW YORK,11731,501.295.8097
Jamba Juice,"Sheena'S Smoothies 1, Llc",819 Blowing Rock Road,Boone,NORTH CAROLINA,28607,828.263.4406
Jamba Juice,"Harbor Management Company, Inc.","5501 Josh Birmingham Pkwy., Concourse D",Charlotte,NORTH CAROLINA,28208,704.359.9572
Jamba Juice,"Harbor Management Company, Inc.",5501 Josh Birmingham Pkwy A North,Charlotte,NORTH CAROLINA,28208,704-359-9572
Jamba Juice,"Se Co-Brand Ventures, Llc",4400 Sharon Rd,Charlotte,NORTH CAROLINA,28211,704.364.9933
Jamba Juice,"Sheena'S Smoothies 1, Llc",5110 Park Road,Charlotte,NORTH CAROLINA,28209,980.299.0094
Jamba Juice,"Se Co-Brand Ventures, Llc",8111 Concord Mills Blvd.,Concord,NORTH CAROLINA,28027,704.979.7912
Jamba Juice,"Willbar, Llc",810 Ninth St,Durham,NORTH CAROLINA,27705,919-237-3250
Jamba Juice,"Aramark Food And Support Services Group, Inc.",833 Montlieu Avenue,High Point,NORTH CAROLINA,27262,(336) 841-4666
Jamba Juice,"Se Co-Brand Ventures, Llc",11025 Carolina Pl Pkwy,Pineville,NORTH CAROLINA,28134,980-335-0353
Jamba Juice,Epoch Five Enterprises Llc,5300 Riverside Drive Main Terminal,Cleveland,OHIO,44135,216-230-2381
Jamba Juice,Noor Enterprises Inc.,"1500 Polaris Pkwy, Space #2192",Columbus,OHIO,43240,614.468.1083
Jamba Juice,Dream L.L.C.,2141 West 15th Street,Edmond,OKLAHOMA,73013,405-696-5222
Jamba Juice,"Juice Outfitters, L.L.C.",7122 S. Memorial Dr.,Tulsa,OKLAHOMA,74133,(918) 872-9696
Jamba Juice,"Jam1, Llc",2115 SW Pacific Blvd,Albany,OREGON,97321,458.233.8121
Jamba Juice,"The Cinnamon Bums, Inc.","18021 NW Evergreen Pkwy., #D",Beaverton,OREGON,97006,503.533.2050
Jamba Juice,"The Cinnamon Bums, Inc.",2919 SW Cedar Hills Blvd.,Beaverton,OREGON,97005,503.626.2629
Jamba Juice,"The Cinnamon Bums, Inc.","14700 S.W. Murray Scholls Dr, Suite #103",Beaverton,OREGON,97007,503.372.5494
Jamba Juice,"The Cinnamon Bums, Inc.",13543 NW Cornell Rd,Beaverton,OREGON,97229,(503) 747-4276
Jamba Juice,"The Cinnamon Bums, Inc.","2680 NE Highway 20, Ste. 360",Bend,OREGON,97701,541.388.1916
Jamba Juice,"The Cinnamon Bums, Inc.","1580 NW 9th St., Ste. 105",Corvallis,OREGON,97330,541.752.0096
Jamba Juice,"The Cinnamon Bums, Inc.",1005 Green Acres Rd.,Eugene,OREGON,97408,541.687.5860
Jamba Juice,"The Cinnamon Bums, Inc.",293 Valley River Drive,Eugene,OREGON,97401,541.683.3570
Jamba Juice,"The Cinnamon Bums, Inc.","Erb Memorial Union, 1395 University St, Space #049A",Eugene,OREGON,97403,(458) 201-8597
Jamba Juice,"The Cinnamon Bums, Inc.",11965 SE Sunnyside Rd,Happy Valley,OREGON,97015,503-855-3334
Jamba Juice,"The Cinnamon Bums, Inc.","7204 N.E. Cornell Rd., Bldg No. cos357",Hillsboro,OREGON,97124,503.648.3925
Jamba Juice,"Shaz Group, Llc",3623 SE Cornelius Pass Road,Hillsboro,OREGON,97123,503.453.1015
Jamba Juice,C42B Inc.,2555 Jorie Lane,Keizer,OREGON,97303,503.485.0472
Jamba Juice,"Rogue Smoothies, Inc.",20 Rossanley Drive,Medford,OREGON,97501,541.499.0507
Jamba Juice,"Rogue Smoothies, Inc.","15 Garfield Street, Unit 100",Medford,OREGON,97501,458.225.9118
Jamba Juice,"The Cinnamon Bums, Inc.","12000 SE 82nd Ave., #2081",Portland,OREGON,97086,503.659.1996
Jamba Juice,"The Cinnamon Bums, Inc.","1307 N.E. 102nd Ave., Ste. I",Portland,OREGON,97220,503.252.3233
Jamba Juice,All About Foods Group Inc.,7000 NE Airport Way,Portland,OREGON,97218,971.940.7378
Jamba Juice,C42B Inc.,3096 NE Lancaster Dr.,Salem,OREGON,97305,503.566.7045
Jamba Juice,C42B Inc.,2910 Commercial St. S.E.,Salem,OREGON,97302,503.391.6251
Jamba Juice,C42B Inc.,"515 Taggart Dr. NW, Ste. 110",Salem,OREGON,97304,503.585.5544
Jamba Juice,"Blended And Blessed, Llc",36725 Hwy 26,Sandy,OREGON,97055,971.254.3184
Jamba Juice,Sully Blended Llc,21155 SW Baler Way,Sherwood,OREGON,97140,503-610-1348
Jamba Juice,"The Cinnamon Bums, Inc.",9473 SW Washington Square Rd.,Tigard,OREGON,97223,503.670.9643
Jamba Juice,"The Cinnamon Bums, Inc.",7136 SW Hazel Fern Rd.,Tigard,OREGON,97224,503.639.4505
Jamba Juice,"The Cinnamon Bums, Inc.",7137 SW Nyberg St.,Tualatin,OREGON,97062,503.692.4328
Jamba Juice,C42B Inc.,8261-B SW Wilsonville Rd.,Wilsonville,OREGON,97070,503.570.9119
Jamba Juice,"The Cinnamon Bums, Inc.","22401 NE Glisan Street, Ste. A",Wood Village,OREGON,97060,503.492.9467
Jamba Juice,"Kiranben Patel, Dinesh Patel, Yogesh Patel",4604 Broadway,Allentown,PENNSYLVANIA,18104,610.351.5101
Jamba Juice,Hissan Khalid Inc.,520 Centerville Rd,Lancaster,PENNSYLVANIA,17601,717.522.5953
Jamba Juice,"New York Ice Cream, Inc.","Philadelphia Int'l Airport, Space C-9A",Philadelphia,PENNSYLVANIA,19153,215.805.6862
Jamba Juice,"Aramark Food And Support Services Group, Inc.",1816 N. 15th St - Campus Rec Center,Philadelphia,PENNSYLVANIA,19121,610-762-7624
Jamba Juice,"New York Ice Cream, Inc.","Terminal D, adjacent to Gate D-6",Philadelphia,PENNSYLVANIA,19153,215-365-6547
Jamba Juice,"Aramark Educational Services, Llc",2401 Cardinal Ave,Philadelphia,PENNSYLVANIA,19131,610.660.1170
Jamba Juice,"Bruegger'S Enterprises, Inc.",531 Grant Street,Pittsburgh,PENNSYLVANIA,15219,412.471.9249
Jamba Juice,The Pennsylvania State University,"HUB - Student Union Center, Space 1020",University Park,PENNSYLVANIA,16802,814.865.7623
Jamba Juice,"Se Co-Brand Ventures, Llc",100 Columbiana Circle,Columbia,SOUTH CAROLINA,29212,843-655-1868
Jamba Juice,"Se Co-Brand Ventures, Llc","700 Haywood Mall, Ste 2020A",Greenville,SOUTH CAROLINA,29607,864.284.0577
Jamba Juice,"Se Co-Brand Ventures, Llc",4635 Factory Stores Blvd,Myrtle Beach,SOUTH CAROLINA,29579,(843) 999-6390
Jamba Juice,"Se Co-Brand Ventures, Llc",4840 Tanger Outlet Blvd,North Charleston,SOUTH CAROLINA,29418,843-945-0236
Jamba Juice,"Jaml, Llc","1844 W. McEwen Dr., Ste. 100",Franklin,TENNESSEE,37067,615.905.5617
Jamba Juice,"Se Co-Brand Ventures, Llc",7600 Kingston Pike,Knoxville,TENNESSEE,37919,865-690-8956
Jamba Juice,"Jaml Ii, Llc","3053 Medical Center Pkwy, Ste A",Murfreesboro,TENNESSEE,37129,615-396-8702
Jamba Juice,"Anderson Capital Group, Llc",433 Opry Mills Road,Nashville,TENNESSEE,37214,629.333.1584
Jamba Juice,"Se Co-Brand Ventures, Llc",2126 Abbott Martin Rd,Nashville,TENNESSEE,37215,615-878-1126
Jamba Juice,John Anderson,434 Sam Ridley Pkwy W.,Smyrna,TENNESSEE,37167,615-462-5697
Jamba Juice,Fresh Dining Concepts Llc,"1201 Barbara Jordan Blvd., Ste. 1295",Austin,TEXAS,78722,512.482.9722
Jamba Juice,Ras Club Llc,"2501 W. Parmer Lane, Ste. 700 A",Austin,TEXAS,78758,512.276.2942
Jamba Juice,Fresh Dining Concepts Llc,"5425 S. Padre Island Dr., #112A",Corpus Christi,TEXAS,78411,361.906.2474
Jamba Juice,Fresh Dining Concepts Llc,5923 Greenville Ave.,Dallas,TEXAS,75206,214.363.6461
Jamba Juice,Fresh Dining Concepts Llc,13350 North Dallas Pkwy,Dallas,TEXAS,75240,(972) 661-8060
Jamba Juice,"Ptv Venture, Llc",3662 W. Camp Wisdom Road,Dallas,TEXAS,75237,(678) 799-7415
Jamba Juice,"Four Leaf Ventures, Llc","2400 Aviation Drive, Terminal E",Dallas Fort Worth,TEXAS,75261,972.973.6414
Jamba Juice,University Of North Texas,1155 Union Circle,Denton,TEXAS,76203,940.369.8494
Jamba Juice,Sodexo Services Of Texas Limited Partnership,"Union Services Building, 500 W. University",El Paso,TEXAS,79968,915.747.5628
Jamba Juice,Smoothie Life Llc,985 N. Resler Road,El Paso,TEXAS,79912,915.400.4173
Jamba Juice,Smoothie Life Llc,13371 Eastlake Blvd.,El Paso,TEXAS,79928,915.234.2889
Jamba Juice,Fresh Dining Concepts Llc,4811 Overton Ridge,Fort Worth,TEXAS,76132,817.370.6478
Jamba Juice,"Cowtown Smoothies, Llc",5305 Golden Triangle Blvd.,Fort Worth,TEXAS,76244,817.741.5262
Jamba Juice,"Cowtown Smoothies, Llc",7046 Blue Mound Road,Fort Worth,TEXAS,76131,682.224.0432
Jamba Juice,Nero Solutions Llc,6828 Stonebrook Parkway,Frisco,TEXAS,75034,214.308.9201
Jamba Juice,Ansh Brothers Llc,2805 Heritage Trace Pkwy.,Ft. Worth,TEXAS,76177,(817) 928-4828
Jamba Juice,Fresh Dining Concepts Llc,"3040 W Camp Wisdom Rd., Ste. 100",Grand Prairie,TEXAS,75052,972.606.8655
Jamba Juice,Fresh Dining Concepts Llc,"2515 Post Oak Blvd., Ste. A",Houston,TEXAS,77056,713.850.1089
Jamba Juice,Amirah Ventures Llc,6710 Spring Stuebner Rd,Houston,TEXAS,77389,832.953.2613
Jamba Juice,Amirah Ventures Llc,"6405 West Road, Ste. 500",Houston,TEXAS,77086,832.582.7498
Jamba Juice,"Cediel Concession Management, Llc",2800 N. Terminal Road,Houston,TEXAS,77032,281.233.7624
Jamba Juice,Fresh Dining Concepts Llc,6440 N. MacArthur Blvd.,Irving,TEXAS,75039,972.401.3800
Jamba Juice,Fresh Dining Concepts Llc,23501 Cinco Ranch Blvd.,Katy,TEXAS,77494,281.574.1646
Jamba Juice,Linrfa Fresh Llc,"1565 W. Main Street, Ste. 200",Lewisville,TEXAS,75067,469.630.0118
Jamba Juice,Linrfa Fresh Llc,2750 Little Elm Pkwy,Little Elm,TEXAS,75068,469.252.1810
Jamba Juice,"Jink Cafe, Inc",3030 E. Broad Street,Mansfield,TEXAS,76063,682.400.8088
Jamba Juice,"Aloha Juice, Llc",1658 W. University Dr,Mckinney,TEXAS,75069,(469) 631-0305
Jamba Juice,Blendii Llc,"5200 Stacy Road, Suite 600",Mckinney,TEXAS,75070,469.631.0010
Jamba Juice,Tillman'S Whirl'D Inc.,"9303 Hwy 6, Ste 100",Missouri City,TEXAS,77459,(281) 778-0019
Jamba Juice,"Garner Hospitality Group, Llc",115 W Farm To Market 544,Murphy,TEXAS,75094,214-984-0560
Jamba Juice,Fresh Dining Concepts Llc,"2810 Business Center Dr., Ste. 138",Pearland,TEXAS,77584,713.340.2278
Jamba Juice,Fresh Dining Concepts Llc,"1201 E. Spring Creek Pkwy, Ste. 180",Plano,TEXAS,75074,972.424.5015
Jamba Juice,"Harmony Tree, Llc",6100 W. Park Blvd.,Plano,TEXAS,75093,214-501-2119
Jamba Juice,Amirah Ventures Llc,10169 Grand Parkway,Richmond,TEXAS,77407,(832) 944-6994
Jamba Juice,Fresh Dining Concepts Llc,"290 E. Basse Rd., #101",San Antonio,TEXAS,78209,210.824.0050
Jamba Juice,Fresh Dining Concepts Llc,"5535 W. Loop 1604 N., Ste. 101",San Antonio,TEXAS,78251,210.509.4441
Jamba Juice,Fresh Dining Concepts Llc,"8603 State Hwy 151, Ste. 101",San Antonio,TEXAS,78245,210.521.2477
Jamba Juice,Mer Business Llc,7400 San Pedro,San Antonio,TEXAS,78216,210-306-2335
Jamba Juice,"Tdj Quality, Limited Liability Company",20935 US Hwy. 281 North,San Antonio,TEXAS,78258,210.310.3046
Jamba Juice,Fresh Dining Concepts Llc,7003 Bandera Road,San Antonio,TEXAS,78238,210.257.0372
Jamba Juice,"Five Star Pretzel, Llc",16535 Southwest Fwy,Sugar Land,TEXAS,77479,281-325-0353
Jamba Juice,Platinum Juice And Pretzel Inc.,1201 Lake Woodlands Dr,The Woodlands,TEXAS,77380,281 419 4774
Jamba Juice,Fresh Dining Concepts Llc,4300 W. Waco Dr.,Waco,TEXAS,76710,254.751.1689
Jamba Juice,Blendii Llc,809 Woodbridge Pkwy.,Wylie,TEXAS,75098,469.626.0121
Jamba Juice,"Blended Star, Llc",646 South Main Street,Cedar City,UTAH,84720,(435) 263-0497
Jamba Juice,"Blended Star, Llc","1776 North 2000 West, Ste. 2",Clinton,UTAH,84015,801.779.9616
Jamba Juice,"Brack & Field, Llc","148 E. 12300 S., Ste. #D",Draper,UTAH,84020,801.523.9741
Jamba Juice,"Blended Star, Llc",14728 S. Marketplace Dr.,Herriman,UTAH,84096,801.901.4101
Jamba Juice,"Blended Star, Llc",1944 N. Woodland Park Dr.,Layton,UTAH,84040,801.779.1200
Jamba Juice,"Blended Star, Llc","3601 North Digital Dr, Ste 206",Lehi,UTAH,84048,385-455-4104
Jamba Juice,"Anderson Juice, Inc.","130 E. 400 N., #200",Logan,UTAH,84321,435.755.9922
Jamba Juice,"Blended Star, Llc","7194 S. Union Park Ave., #200",Midvale,UTAH,84047,801.561.9361
Jamba Juice,"Blended Star, Llc","1155 West Riverdale Rd., Unit B",Ogden,UTAH,84405,801.399.4333
Jamba Juice,"Blended Star, Llc",4396 South Harrison Blvd,Ogden,UTAH,84403,801-605-3149
Jamba Juice,"Brack & Field, Llc",800 W. University Pkwy,Orem,UTAH,84058,(801) 863-6041
Jamba Juice,"Brack & Field, Llc","1774 N. University Pkwy, #60",Provo,UTAH,84604,801.377.0404
Jamba Juice,Brigham Young University,"2047 Ernest L. Wilkinson, Student Ctn. #C",Provo,UTAH,84602,801.422.3245
Jamba Juice,Jc 4Th South Llc,"613 East 400 South, Unit C",Salt Lake City,UTAH,84102,801.575.6756
Jamba Juice,"Blended Star, Llc","3294 S. 1300 E., Unit B",Salt Lake City,UTAH,84106,801.463.9200
Jamba Juice,"Blended Star, Llc",5590 S. Van Winkle Expressway,Salt Lake City,UTAH,84117,385.355.1700
Jamba Juice,"Host International, Inc.",3920 W. Terminal Dr.,Salt Lake City,UTAH,84122,801.638.1808
Jamba Juice,"Blended Star, Llc",77 W. 10600 South St.,Sandy,UTAH,84070,801.553.7040
Jamba Juice,"Blended Star, Llc","11507 S. Pkwy Plaza Dr., Ste. 200",South Jordan,UTAH,84095,801.495.5320
Jamba Juice,"Blended Star, Llc","473 South River Rd, Ste A",St. George,UTAH,84790,435-359-1305
Jamba Juice,"Blended Star, Llc",1091 N. Bluff St.,St. George,UTAH,84770,435.523.3090
Jamba Juice,"Blended Star, Llc","5578 S. Redwood Blvd., Unit C",Taylorsville,UTAH,84123,801.968.9767
Jamba Juice,"Brack & Field, Llc",7689 S. Jordan Landing Blvd.,West Jordan,UTAH,84084,(801) 282-8393
Jamba Juice,"Blended Star, Llc","3567 Constitution Blvd., Space 250",West Valley City,UTAH,84119,801-966-3200
Jamba Juice,Xapa X Llc,"2024 Concessions Pentagon, Room 3B752",Arlington,VIRGINIA,22201,703.892.2062
Jamba Juice,Virginia Polytechnic Institute And State University,Academic & Student Affairs Bldg,Blacksburg,VIRGINIA,24060,5402318203
Jamba Juice,"Fraiche Virginia, Inc.","1600 Premium Outlets Blvd, Space 606",Norfolk,VIRGINIA,23502,757-966-1451
Jamba Juice,"Vitaligent-Washington, Llc",131 Bellevue Square,Bellevue,WASHINGTON,98004,425-531-8282
Jamba Juice,Bens Truck Stop Llc,1300 Boblett St,Blaine,WASHINGTON,98230,360.312.7209
Jamba Juice,"Vitaligent-Washington, Llc","1839 S. Burlington Blvd, Ste. 131",Burlington,WASHINGTON,98233,360-853-3017
Jamba Juice,"Vitaligent-Washington, Llc","17125 SE 270th Place, Ste. 101",Covington,WASHINGTON,98042,253-329-6652
Jamba Juice,"Vitaligent-Washington, Llc","305 SE Everett Mall Way, Ste. 30",Everett,WASHINGTON,98208,425-531-8280
Jamba Juice,"Vitaligent-Washington, Llc","1413 South 348th St., Ste. L-101",Federal Way,WASHINGTON,98003,253.329.6454
Jamba Juice,"Vitaligent-Washington, Llc",6160 E. Lake Sammamish Pkwy SE,Issaquah,WASHINGTON,98029,425-531-8278
Jamba Juice,"Vitaligent-Washington, Llc","1350 Marvin Rd N.E., Ste. F",Lacey,WASHINGTON,98516,360-853-3105
Jamba Juice,"Vitaligent-Washington, Llc","3000-184th Street SW, Ste. 880",Lynnwood,WASHINGTON,98037,425-531-8002
Jamba Juice,"Vitaligent-Washington, Llc","17101 27th Ave. NE, Ste. B107",Marysville,WASHINGTON,98271,360-853-3221
Jamba Juice,"Anderson Juice - Sandifur, Llc",7425 Sandifur Parkway,Pasco,WASHINGTON,99301,509-380-5052
Jamba Juice,"Vitaligent-Washington, Llc",3803 Meridian South,Puyallup,WASHINGTON,98373,253-329-6351
Jamba Juice,"Vitaligent-Washington, Llc",16002 Redmond Way NE,Redmond,WASHINGTON,98052,425-531-8000
Jamba Juice,"Anderson Juice, Inc.",2727 Queensgate Dr,Richland,WASHINGTON,99352,509.579.0151
Jamba Juice,"Loko Blending Valley, Llc","14700 E Indiana Ave, Space 2126",Spokane,WASHINGTON,99216,509.241.3956
Jamba Juice,"Vitaligent-Washington, Llc","4502 S. Steele St., Ste. #381",Tacoma,WASHINGTON,98409,253-329-4408
Jamba Juice,"Vitaligent-Washington, Llc","680 Southcenter Mall, Unit #1110",Tukwila,WASHINGTON,98188,206-947-0168
Jamba Juice,"The Cinnamon Bums, Inc.","8101 NE Pkwy Dr., Ste. #D-6",Vancouver,WASHINGTON,98662,360.260.5061
Jamba Juice,"The Cinnamon Bums, Inc.",164th & Mill Plain Rd.,Vancouver,WASHINGTON,98683,360.718.2169
Jamba Juice,"The Cinnamon Bums, Inc.",7907 NE 6th Ave,Vancouver,WASHINGTON,98665,360-984-3316
Jamba Juice,"Anderson Juice - Rainier, Llc",2412 W Nob Hill Blvd #106,Yakima,WASHINGTON,98902,509-367-6412
Jamba Juice,"G&G Juice Company Of Wisconsin, Llc","17000 W. Bluemound Rd., Unit E",Brookfield,WISCONSIN,53005,262-641-0000
Jamba Juice,"Twisted Pretzel, Inc.",650 State Street,Madison,WISCONSIN,53703,608.467.8070
Jamba Juice,"V & J Center, Llc","544 E. Ogden Ave, Ste 300A",Milwaukee,WISCONSIN,53202,414.800.7991
Jamba Juice,"V & J Center, Llc",1614 Wisconsin Avenue,Milwaukee,WISCONSIN,53233,262.933.2687
Jamba Juice,"Idad-4, Inc",,Tucson,ARIZONA,,(702) 427-4422
Jamba Juice,"Concorde Food Group, Llc",,Bentonville,ARKANSAS,,4792952949
Jamba Juice,"Socal Smoothies, Llc",,,CALIFORNIA,,(714) 863-8900
Jamba Juice,American Juice Company Inc.,,Apple Valley,CALIFORNIA,,(424) 744-7311
Jamba Juice,"Vinod Rajani, Anand Gadre",,Atwater,CALIFORNIA,,(209) 421-8568
Jamba Juice,Sim Shiv Travel Plaza Inc,,Baker,CALIFORNIA,,(310) 748-1348
Jamba Juice,Bakersfield Travel Plaza Inc.,,Bakersfield,CALIFORNIA,,(310) 748-1348
Jamba Juice,Habibna Inc.,,Bakersfield,CALIFORNIA,,(661) 333-0000
Jamba Juice,Karandeep Gill,,Bakersfield,CALIFORNIA,,(661) 520-8560
Jamba Juice,Sssb 10 Corp,,Bakersfield,CALIFORNIA,,661-873-5181
Jamba Juice,"Tkram, Inc.",,Bakersfield,CALIFORNIA,,(661) 333-0000
Jamba Juice,"Samra Ventures, Llc",,Berekley,CALIFORNIA,,(619) 627-8201
Jamba Juice,"Socal Jamba, Llc",,Beverly Hills,CALIFORNIA,,(714) 863-8900
Jamba Juice,"Brawley Retail Food, Inc.",,Brawley,CALIFORNIA,,(717) 323-0553
Jamba Juice,Simshiv Investments Inc.,,Calexico,CALIFORNIA,,(310) 748-1348
Jamba Juice,Steve Ford,,Calexico,CALIFORNIA,,(858) 254-8401
Jamba Juice,Greypoint Ventures Llc,,Camarillo,CALIFORNIA,,(818) 912-9180
Jamba Juice,"Clk 1 Juice, Lp",,Camp Pendleton South,CALIFORNIA,,(760) 774-3486
Jamba Juice,Jaswinder Singh,,Castro Valley,CALIFORNIA,,(650) 770-3327
Jamba Juice,Lakeview Gas And Food,,Clearlake,CALIFORNIA,,2096793758
Jamba Juice,Apna Investment Group Inc,,Clovis,CALIFORNIA,,(559) 232-5696
Jamba Juice,"Narinder Kamboj, Ramanjeet Kamboj",,Cupertino,CALIFORNIA,,(408) 205-6728
Jamba Juice,"Tera Investments, Inc.",,Davis,CALIFORNIA,,(707) 519-1075
Jamba Juice,"Jessica Pama, Kamaljit Pama",,Dublin,CALIFORNIA,,916-410-0537
Jamba Juice,Sohoon Im Llc,,Kettleman City,CALIFORNIA,,(415) 823-0953
Jamba Juice,Kramer Junction Travel Center Llc,,Kramer Junction,CALIFORNIA,,(310) 748-1348
Jamba Juice,"Pak Investment, Inc.",,Lake Elsinore,CALIFORNIA,,(951) 239-7926
Jamba Juice,Tanvir Pahal,,Lemoore,CALIFORNIA,,5308444896
Jamba Juice,Pal Brothers Llc,,Lindsey,CALIFORNIA,,(661) 703-8961
Jamba Juice,Jose Tapia,,Los Banos,CALIFORNIA,,(408) 767-5289
Jamba Juice,Yosemite Travel Center Llc,,Madera,CALIFORNIA,,(559) 281-4610
Jamba Juice,Charisse Thomas,,Rancho Cucamonga,CALIFORNIA,,9169478010
Jamba Juice,Fresh Dining Concepts Llc,,San Francisco,CALIFORNIA,,(303) 916-5676
Jamba Juice,"Gerardo Rojas, Nancy Rojas",,San Jose,CALIFORNIA,,(408) 826-9772
Jamba Juice,Refresh Travel Plaza Inc.,,San Juan Bautista,CALIFORNIA,,(310) 748-1348
Jamba Juice,Bds Travel Center Inc.,,Santa Nella,CALIFORNIA,,(559) 824-2477
Jamba Juice,Dilraj Pahal,,Selma,CALIFORNIA,,5304157168
Jamba Juice,"Aakash Patel, Yash Patel",,Ukiah,CALIFORNIA,,(337) 244-9987
Jamba Juice,Jose Castillo,,Watsonville,CALIFORNIA,,(408) 892-9321
Jamba Juice,"Holly Runyan, Ryan Runyan",,Willits,CALIFORNIA,,(971) 288-6391
Jamba Juice,"Three Tom Brands, Llc",,Denver,COLORADO,,(404) 394-1641
Jamba Juice,Riyad Omar,,Newark,DELAWARE,,(443) 365-9444
Jamba Juice,Vernon Davis,,Tbd,DISTRICT OF COLUMBIA,,(408) 355-5503
Jamba Juice,Jemitomi Rg Llc,,Jacksonville,FLORIDA,,(724) 841-8846
Jamba Juice,Terrific Tastes Llc,,Jacksonville,FLORIDA,,(714) 612-3411
Jamba Juice,Emerging Enterprises Llc,,Kennesaw,GEORGIA,,(404) 217-7493
Jamba Juice,Kk & Sr Llc,,Bolingbrook,ILLINOIS,,(510) 449-2789
Jamba Juice,Girishkumar Patel,,Elmhurst,ILLINOIS,,(708) 935-0223
Jamba Juice,"Susu Hospitality Group, Llc",,Hyde Park,ILLINOIS,,(925) 415-9150
Jamba Juice,Blendedbybusch Llc,,Greenwood,INDIANA,,(208) 403-1994
Jamba Juice,"Cris A. Keeter, Darren Thevathasan, Derrick O'Keefe",,Derby,KANSAS,,(316) 313-6003
Jamba Juice,"Connected Juice Co, Llc",,Mission,KANSAS,,(316) 313-6003
Jamba Juice,"Aziz Tejani, Bal Dahal",,Monroe,LOUISIANA,,(409) 779-7177
Jamba Juice,"Elatime, Llc",,Gambrills,MARYLAND,,(410) 279-5974
Jamba Juice,Hkj Holdings Llc,,Dearborn,MICHIGAN,,(313) 522-4333
Jamba Juice,Rich Foods Llc,,Albertville,MINNESOTA,,(917) 847-7191
Jamba Juice,David Carlson,,St Cloud,MINNESOTA,,(320) 241-5374
Jamba Juice,V&Y Llc,,Columbia,MISSOURI,,573-289-9424
Jamba Juice,"Concorde Coffee, Llc",,Springfield,MISSOURI,,4792952949
Jamba Juice,"Kingsway Development, Llc",,St. Louis,MISSOURI,,(314) 753-1164
Jamba Juice,Togo'S Eateries Of Nevada Llc,,Las Vegas,NEVADA,,702-581-5733
Jamba Juice,"One Whirld, Inc.",,Sparks,NEVADA,,(415) 302-2537
Jamba Juice,All About Foods Group Inc.,,Newark,NEW JERSEY,,(917) 536-3918
Jamba Juice,Three Angels Juice Company,,Tinton Falls,NEW JERSEY,,(732) 735-1367
Jamba Juice,Craig Duran,,Albuquerque,NEW MEXICO,,(575) 941-0605
Jamba Juice,Vibe And Blend Llc,,Albuquerque,NEW MEXICO,,(505) 515-6278
Jamba Juice,Perfect Pretzels Inc.,,Brooklyn,NEW YORK,,(347) 893-6391
Jamba Juice,Rainbow Sweet Cravings Llc,,Niagara Falls,NEW YORK,,(716) 544-0122
Jamba Juice,Chonly Mcgowan,,Cary,NORTH CAROLINA,,(919) 332-1292
Jamba Juice,Dream Helpers Llc,,Charlotte,NORTH CAROLINA,,(803) 556-1533
Jamba Juice,Noor Enterprises Inc.,,Columbus,OHIO,,(614) 207-0612
Jamba Juice,"Spin Ohio, Inc",,Steubenville,OHIO,,(651) 592-4784
Jamba Juice,"The Cinnamon Bums, Inc.",,Canby,OREGON,,(503) 805-9223
Jamba Juice,Sully Blended Llc,,Mcminnville,OREGON,,(408) 500-2473
Jamba Juice,Manish Khanna,,Bryn Mawr,PENNSYLVANIA,,(732) 735-1367
Jamba Juice,Chris Herron,,Swathmore,PENNSYLVANIA,,(215) 205-0411
Jamba Juice,"J Will Pretzels Iii, Inc.",,Providence,RHODE ISLAND,,(203) 940-0545
Jamba Juice,Vijay Patel,,Brentwood,TENNESSEE,,(615) 400-2246
Jamba Juice,"Kiranben Patel, Dinesh Patel",,Hendersonville,TENNESSEE,,4015678546
Jamba Juice,Ina Kuruvilla,,Arlington,TEXAS,,(817) 709-3579
Jamba Juice,Antonio Bernus,,Brownsville,TEXAS,,(956) 371-6109
Jamba Juice,"The Shaw Thompson Group, Llc",,Cypress,TEXAS,,(832) 725-1000
Jamba Juice,Linrfa Fresh Llc,,Denton,TEXAS,,(870) 275-1982
